Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-IFoughtTheLawAndTheLawWon,0.0019,3.20,"3,700"
Main-DamageReduction,0.0019,3.24,"2,594"
Main-RecoilBoost,0.0019,3.17,"5,129"
Main-ReplayValue,0.0019,3.47,906
Main-SlowDoors,0.0019,3.01,"14,062"
Main-FloatingAdviceReminder,0.0019,3.22,"5,680"
Main-PooledFunds,0.0019,3.23,"2,685"
Main-RandomTeleportation,0.0019,2.93,"17,149"
Main-TubeTravel,0.0019,3.23,"6,030"
Main-BananaInTheTailpipe,0.0019,3.23,"7,002"
Main-TakeAMomentToCatchYourDeath,0.0019,3.09,"8,877"
Main-DepthPerplexion,0.0019,3.21,"6,616"
Main-LimpAndLivid,0.0019,3.18,"2,467"
Main-KillScreen,0.0019,3.28,"6,143"
Main-TheKeyIsBehindTheLock,0.0019,3.13,"34,923"
Main-EmergencyEnergyTank,0.0019,3.23,"3,853"
Main-LowLevelAdvantage,0.0019,3.19,"1,719"
Main-DarkenedBuildingShootout,0.0019,3.23,"2,885"
Main-ImprovisedTraining,0.0019,3.38,"4,569"
Main-CheatCode,0.0019,3.39,"2,772"
Main-CasualtyInTheRing,0.0019,3.16,"5,277"
Main-EverythingBreaks,0.0019,3.29,"4,167"
Main-HandyRemoteControl,0.0019,3.11,"5,406"
Main-DeadManWalking,0.0019,3.09,"12,234"
Main-LagCancel,0.0019,3.21,"5,267"
Main-GustyGlade,0.0019,3.29,"3,693"
Main-EnterSolutionHere,0.0019,3.18,"7,974"
Main-TheDayTheMusicLied,0.0019,3.00,"7,662"
Main-SciFiNameBuzzwords,0.0019,3.37,"4,318"
Main-TwoAndAHalfD,0.0019,3.25,"7,377"
Main-EatTheBomb,0.0019,3.16,"3,852"
Main-NotPlayingFairWithResources,0.0019,3.18,"3,630"
Main-DefendCommand,0.0019,3.19,"2,950"
Main-FakePlatform,0.0019,3.25,"7,566"
Main-IdiosyncraticComboLevels,0.0019,3.28,"3,149"
Main-JohnnyMcCoolname,0.0019,3.10,"28,981"
Main-FlamingHair,0.0019,2.95,"20,976"
Main-MissileLockOn,0.0019,3.21,"3,680"
Main-TelephonePolearm,0.0019,3.10,"4,471"
Main-NoCasualtiesRun,0.0019,3.20,"1,524"
Main-SuplexFinisher,0.0019,3.09,"6,411"
Main-MonsterSuit,0.0019,3.10,"2,147"
Main-InsertGrenadeHere,0.0019,3.00,"19,151"
Main-NoEscapeButDown,0.0019,3.06,"12,230"
Main-ExtraTurn,0.0019,3.11,"16,228"
Main-Lockdown,0.0018,2.98,"30,706"
Main-SwordPlant,0.0018,3.11,"4,722"
Main-FishingForMooks,0.0018,3.28,"1,697"
Main-KryptoniteRing,0.0018,3.10,"4,953"
Main-DoNotDropYourWeapon,0.0018,3.12,"8,158"
Main-TrollBridge,0.0018,3.14,"4,922"
Main-RealMenGetShot,0.0018,3.10,"3,445"
Main-CoolSidecar,0.0018,3.04,"8,231"
Main-GodModders,0.0018,3.48,"1,281"
Main-BladeSpam,0.0018,3.19,"1,018"
Main-HandbagOfHurt,0.0018,3.03,"47,868"
Main-LevelGoal,0.0018,3.28,"9,058"
Main-WeHaveToGetTheBulletOut,0.0018,3.17,"10,142"
Main-HeartsAreHealth,0.0018,3.38,"6,893"
Main-StealthExpert,0.0018,3.04,"9,815"
Main-SuperBreath,0.0018,3.31,"3,772"
Main-RandomEvent,0.0018,3.26,"5,551"
Main-HeyCatch,0.0018,3.08,"6,405"
Main-BaguetteBeatdown,0.0018,3.11,"8,661"
Main-ScoreScreen,0.0018,3.27,"7,318"
Main-ManualMisprint,0.0018,3.11,"4,969"
Main-SuperWristGadget,0.0018,3.11,"5,647"
Main-SwipeYourBladeOff,0.0018,3.05,"5,714"
Main-NoisyGuns,0.0018,3.06,"14,401"
Main-TheSouthpaw,0.0018,3.00,"15,657"
Main-AHomeownerIsYou,0.0018,3.21,"5,309"
Main-FreeFloorFighting,0.0018,3.42,"2,155"
Main-LevelUpFillUp,0.0018,3.20,"4,438"
Main-EpisodicGame,0.0018,3.20,"7,191"
Main-AllTheWorldsAreAStage,0.0018,3.28,"10,091"
Main-CapedMecha,0.0018,3.00,"11,179"
Main-CollapsibleHelmet,0.0018,3.20,"2,690"
Main-SnotBubble,0.0018,3.16,"8,843"
Main-BadassMindsThinkAlike,0.0018,3.18,"2,935"
Main-BigDamnFireExit,0.0018,3.05,"5,885"
Main-RingMenu,0.0018,3.21,"4,871"
Main-TheJoysOfTorturingMooks,0.0018,3.06,"15,662"
Main-ToyotaTripwire,0.0018,3.26,"5,656"
Main-TonkaTough,0.0018,3.19,"8,331"
Main-ConvenientlyTimedAttackFromBehind,0.0018,3.00,"22,584"
Main-DefogOfWar,0.0018,3.27,"3,208"
Main-MinimalistRun,0.0018,3.24,"1,486"
Main-MagnetHands,0.0018,3.21,"5,954"
Main-FiveSecondForeshadowing,0.0018,3.14,"4,057"
Main-ThirstyDesert,0.0018,3.10,"20,372"
Main-MobileMenace,0.0018,3.08,"5,947"
Main-MoneyGrinding,0.0018,3.23,"3,918"
Main-KillSteal,0.0018,3.16,"10,014"
Main-JustToyingWithThem,0.0018,3.17,"2,778"
Main-TextParser,0.0018,3.50,"7,066"
Main-YouGotMurder,0.0018,3.03,"8,594"
Main-FightLikeACardPlayer,0.0018,3.28,"3,329"
Main-NotTheIntendedUse,0.0018,3.34,"1,700"
Main-StandBackHello,0.0017,3.21,"1,115"
Main-ReinventingTheWheel,0.0017,3.31,"3,299"
Main-RollingPinOfDoom,0.0017,3.22,"3,513"
Main-RenownedSelectiveMentor,0.0017,3.09,"4,623"
Main-FeatherMotif,0.0017,3.10,"9,748"
Main-DisconnectedSideArea,0.0017,3.18,"5,130"
Main-ACommanderIsYou,0.0017,3.09,"14,304"
Main-DeconstructionGame,0.0017,3.09,"57,729"
Main-LegendaryCarp,0.0017,3.10,"4,760"
Main-HotBlade,0.0017,3.09,"3,294"
Main-DeadWeight,0.0017,3.11,"11,556"
Main-ThePlayerIsTheMostImportantResource,0.0017,3.26,608
Main-SecretShop,0.0017,3.22,"2,906"
Main-FictionalCurrency,0.0017,3.15,"25,230"
Main-EndgamePlus,0.0017,3.22,"1,442"
Main-TheGMIsACheatingBastard,0.0017,3.23,"1,142"
Main-GameLevel,0.0017,3.28,"7,479"
Main-InverseLawOfComplexityToPower,0.0017,3.16,"2,951"
Main-TheseQuestionsThree,0.0017,3.08,"14,625"
Main-SoMuchForStealth,0.0017,3.08,"7,062"
Main-MiniMook,0.0017,3.23,"1,187"
Main-AbandonedLaboratory,0.0017,3.13,"10,051"
Main-WaveMotionTuningFork,0.0017,3.16,"2,411"
Main-AtArmsLength,0.0017,3.16,"1,668"
Main-BulletHolesAndRevelations,0.0017,2.94,"21,971"
Main-ThermalDissonance,0.0017,3.21,"4,107"
Main-GameFavoredGender,0.0017,3.05,"11,184"
Main-RazorWings,0.0017,3.08,"8,254"
Main-SelfDefenseless,0.0017,3.06,"2,776"
Main-RuleZero,0.0017,3.60,240
Main-EverythingMakesAMushroom,0.0017,3.15,"2,725"
Main-BeatingADeadPlayer,0.0017,3.11,"6,720"
Main-PipePain,0.0017,3.01,"10,938"
Main-AreTheseWiresImportant,0.0017,3.00,"10,269"
Main-PlotLock,0.0017,3.26,"2,502"
Main-HandcarPursuit,0.0017,3.35,"4,524"
Main-CraterPower,0.0017,3.13,"2,955"
Main-EliteArmy,0.0017,3.27,"1,825"
Main-InterstellarWeapon,0.0017,3.18,"2,056"
Main-Instant180DegreeTurn,0.0017,3.17,"20,394"
Main-YouCanRunButYouCantHide,0.0017,3.21,"1,430"
Main-SmolderingShoes,0.0017,3.03,"10,543"
Main-ExcaliburInTheStone,0.0017,3.11,"8,940"
Main-GoodWeaponEvilWeapon,0.0017,2.84,"19,255"
Main-ChekhovsExhibit,0.0017,3.19,"4,026"
Main-ArtisticLicenseMartialArts,0.0017,3.05,"12,912"
Main-IcePalace,0.0017,3.10,"10,142"
Main-OurWeaponsWillBeBoxyInTheFuture,0.0016,3.12,"4,045"
Main-ImprovisedParachute,0.0016,3.11,"9,218"
Main-FishingForSole,0.0016,3.18,"3,561"
Main-NoSeatBelts,0.0016,3.07,"17,823"
Main-StatusBuffDispel,0.0016,3.22,"1,169"
Main-SpheroidDropship,0.0016,3.11,"14,783"
Main-YinYangClash,0.0016,3.30,"1,963"
Main-HighSpeedBattle,0.0016,3.21,"2,329"
Main-RedFilterOfDoom,0.0016,3.11,"8,034"
Main-SetBonus,0.0016,3.16,"2,353"
Main-WeatherOfWar,0.0016,3.08,"13,083"
Main-VehicularAssault,0.0016,2.98,"12,044"
Main-EquipmentSpoiler,0.0016,3.26,881
Main-SecretWeapon,0.0016,3.22,"1,915"
Main-CoolBoard,0.0016,3.17,"6,166"
Main-BlackBeltInOrigami,0.0016,3.16,"4,749"
Main-ThreeQuartersView,0.0016,3.34,"11,846"
Main-JustOneMan,0.0016,3.07,"3,294"
Main-ConMenHateGuns,0.0016,3.17,"7,047"
Main-InvisibleBlock,0.0016,3.30,"7,472"
Main-SwordPointing,0.0016,3.03,"11,513"
Main-RareVehicles,0.0016,3.19,"6,964"
Main-RespawnPoint,0.0016,3.15,"7,865"
Main-PlungerDetonator,0.0016,3.08,"13,133"
Main-SplashDamageAbuse,0.0016,3.11,"10,220"
Main-ThereAreNoTents,0.0016,3.13,"7,910"
Main-ControlRoomPuzzle,0.0016,3.24,"3,136"
Main-FinishingStomp,0.0016,3.00,"7,331"
Main-CutTheFuse,0.0016,3.32,"8,181"
Main-GameplayGrading,0.0016,3.20,"12,756"
Main-CreepyCathedral,0.0016,3.14,"7,772"
Main-BandageMummy,0.0016,3.25,"4,163"
Main-TitleThemeDrop,0.0016,2.94,"19,506"
Main-PerpetualBeta,0.0016,3.18,"2,586"
Main-PathOfMostResistance,0.0016,3.17,"5,889"
Main-HoodHopping,0.0016,3.29,"3,133"
Main-BatteringRam,0.0016,3.10,"12,173"
Main-CutesyNameTown,0.0016,3.05,"8,540"
Main-HornetHole,0.0016,3.25,"2,704"
Main-ImprovisedGolems,0.0016,3.22,"1,335"
Main-MagicalMysteryDoors,0.0016,3.21,"12,671"
Main-StayOnThePath,0.0016,3.17,"6,256"
Main-NinjaLooting,0.0016,3.28,"4,592"
Main-SensoryOverload,0.0016,3.01,"18,249"
Main-SpeakFriendAndEnter,0.0016,3.17,"4,168"
Main-FeatherFlechettes,0.0016,3.03,"17,198"
Main-PineappleSurprise,0.0016,3.23,"4,361"
Main-HomeGuard,0.0016,3.13,"6,631"
Main-PowerupFullColorChange,0.0016,3.15,"2,526"
Main-WelcomeToMyWorld,0.0016,3.21,"1,053"
Main-ShellShockSilence,0.0016,3.15,"5,837"
Main-SelfMutilationDemonstration,0.0016,3.14,"2,655"
Main-HeadSwap,0.0016,3.36,"2,043"
Main-HollywoodFire,0.0016,3.03,"23,042"
Main-PortableHole,0.0016,3.07,"6,797"
Main-LevelLockedLoot,0.0016,3.26,"3,232"
Main-VentPhysics,0.0016,3.23,"13,182"
Main-InstantDramaJustAddTracheotomy,0.0016,3.08,"15,926"
Main-SpaceSuitsAreSCUBAGear,0.0015,3.23,"4,063"
Main-KillStreak,0.0015,3.22,"4,108"
Main-TheFellowshipHasEnded,0.0015,3.14,"5,987"
Main-PauseScumming,0.0015,3.35,753
Main-ItsHardSoItSucks,0.0015,3.18,"5,488"
Main-RustproofBlood,0.0015,3.10,"9,155"
Main-CreationSequence,0.0015,3.07,"15,019"
Main-UnusualWeaponMounting,0.0015,3.14,"3,479"
Main-ExactProgressBar,0.0015,3.21,"5,057"
Main-ComputersAreFast,0.0015,3.39,"1,706"
Main-NightmarishFactory,0.0015,3.16,"7,055"
Main-HammerspaceHideaway,0.0015,3.21,"2,155"
Main-SmashingSurvival,0.0015,3.17,"4,547"
Main-HiddenObjectGame,0.0015,3.42,"2,552"
Main-RatchetScrolling,0.0015,3.35,"5,347"
Main-MookMedic,0.0015,3.27,"1,801"
Main-StandardHollywoodStrafingProcedure,0.0015,3.07,"7,299"
Main-BeneathNotice,0.0015,3.19,"2,651"
Main-ReducedManaCost,0.0015,3.35,365
Main-PiercingAttack,0.0015,3.25,875
Main-MultiTrackDrifting,0.0015,3.13,"6,152"
Main-AdrenalineTime,0.0015,3.17,"12,134"
Main-HardModePerks,0.0015,3.19,"4,682"
Main-TimeDelayedDeath,0.0015,3.14,"11,134"
Main-RedBoxingGloves,0.0015,3.06,"10,066"
Main-TrickedOutShoes,0.0015,3.00,"12,987"
Main-StanleySteamerSpaceship,0.0015,3.15,"4,709"
Main-OminousSavePrompt,0.0015,3.15,"3,179"
Main-GoldenSuperMode,0.0015,3.17,"3,717"
Main-Rescue,0.0015,3.62,"2,231"
Main-SpacePlane,0.0015,3.18,"6,685"
Main-SpeedEchoes,0.0015,3.18,"1,935"
Main-MultiRangedMaster,0.0015,3.19,"3,560"
Main-StarShapedCoupon,0.0015,3.31,"53,804"
Main-HotWind,0.0015,3.40,821
Main-SweepingAshes,0.0015,3.33,"1,672"
Main-TowersOfHanoi,0.0015,3.32,"5,576"
Main-MiniGameCredits,0.0015,3.25,"4,683"
Main-JustifiedSavePoint,0.0015,3.16,"9,508"
Main-AntidoteEffect,0.0015,3.18,"2,395"
Main-SkillGateCharacters,0.0015,3.14,"3,347"
Main-SharkTunnel,0.0015,3.31,"2,036"
Main-EdibleBludgeon,0.0015,3.07,"17,610"
Main-PinataEnemy,0.0015,3.15,"1,851"
Main-YellowBrickRoad,0.0015,3.30,"3,387"
Main-RepeatableQuest,0.0015,3.27,"2,157"
Main-TimeTrial,0.0015,3.48,"1,411"
Main-MurphysBullet,0.0015,3.11,"6,782"
Main-PromotionalPowerlessPieceOfGarbage,0.0015,3.13,"6,222"
Main-LandInTheSaddle,0.0015,3.26,"3,492"
Main-FakeTrap,0.0015,3.25,"3,904"
Main-SoundStone,0.0015,3.27,807
Main-GrenadeHotPotato,0.0015,3.04,"13,533"
Main-TreasureRoom,0.0014,3.00,"35,114"
Main-ArmorOfInvincibility,0.0014,3.28,"1,229"
Main-PasswordSave,0.0014,3.30,"15,668"
Main-NinjaRun,0.0014,3.25,"2,270"
Main-YouGetKnockedDownYouGetBackUpAgain,0.0014,3.23,"1,029"
Main-PlatformingPocketPal,0.0014,3.21,521
Main-UseItem,0.0014,3.25,"2,582"
Main-RemovableTurretGun,0.0014,3.29,"1,128"
Main-MidairRepair,0.0014,3.03,"8,668"
Main-StuckOnASkiLift,0.0014,3.50,"1,110"
Main-HeroMustSurvive,0.0014,3.27,"2,922"
Main-LauncherMove,0.0014,3.31,"2,461"
Main-MeatgrinderSurgery,0.0014,3.09,"8,689"
Main-TheRightHandOfDoom,0.0014,3.00,"6,846"
Main-OneOfTheseDoorsIsNotLikeTheOther,0.0014,3.20,"3,858"
Main-SlidingScaleOfLinearityVsOpenness,0.0014,3.04,"10,190"
Memes-TabletopGames,0.0014,2.96,"9,953"
Main-SuperDetailedFightNarration,0.0014,3.14,"33,260"
Main-PantsFree,0.0014,3.06,"14,842"
Main-SecretStabWound,0.0014,3.01,"15,483"
Main-HollywoodChameleons,0.0014,3.10,"12,219"
Main-AlphaStrike,0.0014,3.17,"2,785"
Main-ComedyAsAWeapon,0.0014,3.37,"1,199"
Main-ToastedBuns,0.0014,3.12,"4,977"
Main-StandardRPGItems,0.0014,3.16,"3,792"
Main-PivotalBoss,0.0014,3.20,962
Main-SpringJump,0.0014,3.31,"5,493"
Main-GameplayDerailment,0.0014,3.21,"6,881"
Main-PendulumWar,0.0014,3.13,"1,812"
Main-TimeKeepsOnTicking,0.0014,3.20,"6,621"
Main-LiftOfDoom,0.0014,3.31,"3,223"
Main-GiantEqualsInvincible,0.0014,3.07,"3,193"
Main-DangerousWindows,0.0014,3.24,"4,319"
Main-ThemeParkLandscape,0.0014,3.32,"18,337"
Main-BabyBoomers,0.0014,3.22,"1,756"
Main-CanCrushingCranium,0.0014,3.21,"4,296"
Main-HoppingMachine,0.0014,3.15,"5,170"
Main-LiveActionEscortMission,0.0014,3.07,"8,231"
Main-BullSeeingRed,0.0014,3.30,"1,648"
Main-Cooldown,0.0014,3.35,800
Main-MuzzleFlashlight,0.0014,2.96,"15,860"
Main-ElectricJoybuzzer,0.0014,3.12,"1,973"
Main-ChargeAttack,0.0014,4.07,23
Main-SavageSetpiece,0.0014,3.32,532
Main-LandmarkingTheHiddenBase,0.0014,3.01,"13,572"
Main-ProtectionMission,0.0014,3.19,"4,882"
Main-NowItsMyTurn,0.0014,3.10,"2,357"
Main-HardModeFiller,0.0014,3.17,"15,730"
Main-ItHasOnlyJustBegun,0.0014,3.06,"11,814"
Main-WeaponStomp,0.0014,3.08,"5,769"
Main-SuperMultiPurposeRoom,0.0014,3.08,"9,423"
Main-MouthCam,0.0014,3.30,"2,999"
Main-CatchingSomeZs,0.0013,3.17,"9,529"
Main-EscapeBattleTechnique,0.0013,3.20,"5,160"
Main-ThatOnePuzzle,0.0013,3.11,"18,066"
Main-MonstersEverywhere,0.0013,3.26,"1,097"
Main-MultipleLifeBars,0.0013,3.14,"6,049"
Main-ADayInTheSlimelight,0.0013,3.20,"4,808"
Main-SecretUndergroundPassage,0.0013,3.25,"3,520"
Main-ArtisticLicenseMedicine,0.0013,3.41,"1,476"
Main-RollercoasterMine,0.0013,3.07,"17,858"
Main-BossArenaUrgency,0.0013,3.19,"2,842"
Main-VorpalPillow,0.0013,3.06,"5,336"
Main-InGameNovel,0.0013,3.26,"3,038"
Main-OrganizationWithUnlimitedFunding,0.0013,3.16,"1,160"
Main-CrackOhMyBack,0.0013,3.07,"8,736"
Main-BombproofAppliance,0.0013,3.18,"3,099"
Main-HouseboatHero,0.0013,3.22,"9,536"
Main-ShortLivedAerialEscape,0.0013,3.13,"4,235"
Main-ImprovisedPlatform,0.0013,3.26,"3,325"
Main-RadioVoice,0.0013,3.19,"5,911"
Main-SelfStitching,0.0013,3.25,"1,767"
Main-StreamingStars,0.0013,3.17,"16,163"
Main-RetractableWeapon,0.0013,3.12,"1,894"
Main-FightMagnet,0.0013,3.12,"13,184"
Main-StrangeSecretEntrance,0.0013,3.20,"3,068"
Main-GradualRegeneration,0.0013,3.21,"4,303"
Main-PowersInTheFirstEpisode,0.0013,3.21,"1,152"
Main-MetalDetectorCheckpoint,0.0013,3.03,"12,565"
Main-HaveYouTriedRebooting,0.0013,3.22,"1,592"
Main-OpponentSwitch,0.0013,3.14,"1,411"
Main-ArtisticLicenseStatistics,0.0013,3.10,"68,844"
Main-FloatingInABubble,0.0013,3.18,"12,743"
Main-NormalFishInATinyPond,0.0013,3.00,"12,057"
Main-RageJudo,0.0013,3.13,"1,336"
Main-BonusLevelOfHeaven,0.0013,3.23,"4,030"
Main-MakeSureHesDead,0.0013,3.03,"8,333"
Main-TwangHello,0.0013,3.17,"1,378"
Main-DidntNeedThoseAnyway,0.0013,3.17,"21,166"
Main-HintSystem,0.0013,3.19,"8,265"
Main-RelocatingTheExplosion,0.0013,3.13,"1,178"
Main-AllAsiansKnowMartialArts,0.0013,3.13,"10,683"
Main-CigarFuseLighting,0.0013,3.19,"7,296"
Main-FlexibleTourneyRules,0.0013,3.18,"2,454"
Main-PlayerNudge,0.0013,3.16,"4,177"
Main-PlatformBattle,0.0013,3.37,"1,038"
Main-BeTheBall,0.0013,3.16,"4,270"
Main-MisleadingPackageSize,0.0013,3.31,"1,953"
Main-TrashLanding,0.0013,3.10,"3,920"
Main-UnwinnableByInsanity,0.0013,3.21,"6,413"
Main-AntiCavalry,0.0013,3.17,"6,435"
Main-PutTheirHeadsTogether,0.0013,3.03,"5,085"
Main-Freemium,0.0013,3.26,"27,211"
Main-BombDisposal,0.0013,3.04,"34,034"
Main-FunnyBruceLeeNoises,0.0013,3.05,"11,607"
Main-BetterThanNew,0.0013,3.10,"7,487"
Main-FastestGunInTheWest,0.0013,3.16,"58,307"
Main-UselessItem,0.0013,3.29,"1,068"
Main-BoxingLesson,0.0013,3.24,"2,096"
Main-ExplodingFishTanks,0.0013,3.11,"12,041"
Main-FriendlyRivalry,0.0013,3.45,237
Main-StalkingMission,0.0013,3.19,"8,196"
Main-TrainingBoss,0.0013,3.42,504
Main-CasinoPark,0.0013,3.23,"3,207"
Main-StandYourGround,0.0012,3.57,258
Main-TheGameComeToLife,0.0012,3.02,"8,502"
Main-WithOurSwordsScene,0.0012,3.08,"3,439"
Main-BigHeadMode,0.0012,3.36,"2,001"
Main-FirewoodResources,0.0012,3.52,"4,744"
Main-Waggle,0.0012,3.63,556
Main-OverDrive,0.0012,3.08,"7,740"
Main-NonIndicativeDifficulty,0.0012,3.08,"8,174"
Main-BanditMook,0.0012,3.24,"2,428"
Main-RecurringBossTemplate,0.0012,3.20,"2,873"
Main-PistolPose,0.0012,3.32,"1,334"
Main-MythologyUpgrade,0.0012,3.16,755
Main-ImprovisedArmour,0.0012,3.01,"8,484"
Main-SuitUpOfDestiny,0.0012,3.15,"2,655"
Main-CardboardBoxes,0.0012,3.26,"3,599"
Main-CableCarActionSequence,0.0012,3.35,"1,420"
Main-MotorcycleOnTheCoastRoad,0.0012,3.27,"2,789"
Main-KonTikiPlot,0.0012,3.23,945
Main-WeaponOfXSlaying,0.0012,3.07,"20,410"
Main-DeterminedExpression,0.0012,3.20,"2,957"
Main-TheThunderdome,0.0012,3.05,"5,502"
Main-TrapMaster,0.0012,3.02,"13,812"
Main-TrappedInContainment,0.0012,3.02,"10,421"
Main-ThatOneRule,0.0012,3.34,"2,838"
Main-WantedMeter,0.0012,3.31,"2,852"
Main-NoExperiencePointsForMedic,0.0012,3.24,"1,073"
Main-MercurialBase,0.0012,3.30,601
Main-OneTrueSequence,0.0012,3.10,"3,362"
Main-NoStatAtrophy,0.0012,3.24,"3,280"
Main-PickUpGroup,0.0012,3.29,609
Main-RealMoneyTrade,0.0012,3.35,"7,603"
Main-InvisibleGrid,0.0012,3.29,"5,600"
Main-SkillPointReset,0.0012,3.25,"3,420"
Main-UniversalSystem,0.0012,3.24,"24,135"
Main-TauntButton,0.0012,3.09,"13,277"
Main-TacticalShooter,0.0012,3.34,"1,241"
Main-SwirlingDust,0.0012,3.25,"5,004"
Main-JunkRare,0.0012,3.27,"3,305"
Main-SetPiecePuzzle,0.0012,3.29,"3,668"
Main-FlipScreenScrolling,0.0012,3.26,"9,818"
Main-AquaticMook,0.0012,3.37,485
Main-MenOfSherwood,0.0012,3.09,"3,121"
Main-ThePennyfarthingEffect,0.0012,3.26,"1,418"
Main-MarkedBullet,0.0012,3.14,"12,171"
Main-PostFinalBoss,0.0012,3.15,"1,788"
Main-BackupFromOtherworld,0.0012,3.12,"2,422"
Main-SittingDuck,0.0012,3.10,"3,653"
Main-DressedInLayers,0.0012,3.10,"5,772"
Main-NowThatsUsingYourTeeth,0.0012,3.17,"3,196"
Main-BeardnessProtectionProgram,0.0012,3.16,"4,837"
Main-VideoGameTools,0.0012,3.32,"1,154"
Main-TheGreatPlayerVersusPlayerDebate,0.0012,3.70,"1,447"
Main-GunsVsSwords,0.0012,3.14,"3,481"
Main-CallThatAFormation,0.0012,3.26,"1,563"
Main-GunInMyPocket,0.0012,3.04,"24,521"
Main-HelicopterPack,0.0012,3.12,"7,635"
Main-WaitingPuzzle,0.0012,3.22,"3,188"
Main-SoftReset,0.0012,3.38,"1,219"
Main-MagicalAntibiotics,0.0011,3.43,"1,194"
Main-SelectStitchAtTheSurvivalMenu,0.0011,3.67,"43,794"
Main-ZigzagPaperTassel,0.0011,3.28,"1,846"
Main-RatStomp,0.0011,3.20,"3,406"
Main-ChokepointGeography,0.0011,3.24,"3,802"
Main-TellMeHowYouFight,0.0011,2.89,"13,309"
Main-VeryHighVelocityRounds,0.0011,3.03,"11,806"
Main-HollywoodCB,0.0011,3.48,"4,966"
Main-SorryImLate,0.0011,3.30,534
Main-NewTechIsNotCheap,0.0011,3.26,"1,264"
Main-HelmetMountedSight,0.0011,3.41,"8,991"
Main-SpringCoil,0.0011,3.08,"12,701"
Main-FightingSpirit,0.0011,3.27,635
Main-ComputerEqualsTapedrive,0.0011,3.10,"18,253"
Main-HintsAreForLosers,0.0011,3.29,"8,421"
Main-BringItBackAlive,0.0011,3.05,"20,797"
Main-BuildingIsWelding,0.0011,3.17,"1,690"
Main-ReinforceField,0.0011,3.20,823
Main-BlindAlley,0.0011,3.57,"5,971"
Main-OnThree,0.0011,3.17,"2,065"
Main-DiminishingReturnsForBalance,0.0011,3.23,"2,308"
Main-EscapeArtist,0.0011,3.05,"12,691"
Main-SeeTheInvisible,0.0011,3.04,"5,771"
Main-Ramprovisation,0.0011,3.35,"3,317"
Main-EnoughToGoAround,0.0011,3.18,"1,436"
Main-BladeReflection,0.0011,3.16,"3,549"
Main-RibcageStomach,0.0011,3.36,"1,594"
Main-ShipLevel,0.0011,3.23,"1,603"
Main-PummelDuel,0.0011,3.29,"2,285"
Main-ItemCaddy,0.0011,3.19,"1,370"
Main-NoIAmBehindYou,0.0011,3.17,"4,055"
Main-BlackMesaCommute,0.0011,3.15,"5,203"
Main-ParachutePetticoat,0.0011,3.18,"5,725"
Main-Macrogame,0.0011,3.29,"3,819"
Main-SilentRunningMode,0.0011,3.20,"3,559"
Main-SuddenDeath,0.0011,3.47,"2,891"
Main-InstantCooldown,0.0011,3.28,"1,152"
Main-JammedSeatbelts,0.0011,3.13,"2,691"
Main-NoseArt,0.0011,3.10,"27,059"
Main-ReentryScare,0.0011,3.18,"2,945"
Main-RewardingInactivity,0.0011,3.12,"3,156"
Main-CanonShadow,0.0011,3.11,"2,028"
Main-ThatOneDisadvantage,0.0011,3.20,"2,052"
Main-TheCasino,0.0011,3.17,"13,093"
Main-ConspicuouslyPublicAssassination,0.0011,2.99,"7,699"
Main-AtlasPose,0.0011,3.13,"1,874"
Main-UnsafeHaven,0.0011,3.07,"3,690"
Main-MisbegottenMultiplayerMode,0.0011,3.16,"4,907"
Main-SidetrackBonus,0.0011,3.20,"1,577"
Main-InVehicleInvulnerability,0.0011,3.20,"56,669"
Main-HeyItsThatSound,0.0011,3.14,"14,166"
Main-PetInterface,0.0010,3.22,"8,054"
Main-SwordOfDamocles,0.0010,3.26,"1,109"
Main-ParabolicPowerCurve,0.0010,3.08,"8,505"
Main-MartialMedic,0.0010,3.29,356
Main-SimonSaysMiniGame,0.0010,3.32,"1,881"
Main-InverseLawOfSharpnessAndAccuracy,0.0010,3.12,"3,536"
Main-NoSavingThrow,0.0010,3.20,"1,364"
Main-ImplausibleBoardingSkills,0.0010,3.10,"16,962"
Main-CapeSwish,0.0010,3.00,"6,780"
Main-SpaceFlecks,0.0010,3.50,640
Main-ScienceIsUseless,0.0010,3.27,"1,307"
Main-LegCannon,0.0010,3.06,"21,409"
Main-TwinkleToesSamurai,0.0010,3.29,"1,566"
Main-CinematicPlatformGame,0.0010,3.27,"2,200"
Main-SurpriseVehicle,0.0010,3.22,"2,927"
Main-StartToSave,0.0010,3.16,"3,177"
Main-FantasticFightingStyle,0.0010,3.04,"10,573"
Main-XOnAStick,0.0010,3.19,"3,660"
Main-CutsceneDrop,0.0010,3.21,574
Main-SidequestSidestory,0.0010,3.29,"1,410"
Main-Earthquakemachine,0.0010,3.23,"2,641"
Main-StrengthEqualsWorthiness,0.0010,3.24,"2,156"
Main-FauxFirstPerson3D,0.0010,3.38,"5,518"
Main-SelectivelyLethalWeapon,0.0010,3.44,186
Main-WaterGunsAndBalloons,0.0010,3.00,"19,620"
Main-GarageSale,0.0010,3.14,"2,906"
Main-HonestRollsCharacter,0.0010,3.35,"1,202"
Main-ShoeSlap,0.0010,3.12,"4,555"
Main-YellowLightningBlueLightning,0.0010,3.14,"6,767"
Main-SaiGuy,0.0010,3.12,"3,877"
Main-SelectiveMemory,0.0010,3.24,"1,448"
