"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"3369","caffeine","caffeine","5.8","2.1571"
"3370","changing","changing","5.8","1.4428"
"3371","climate","climate","5.8","1.4286"
"3372","commonly","commonly","5.8","1.3851"
"3373","courses","courses","5.8","1.3702"
"3374","crib","crib","5.8","1.5119"
"3375","definition","definition","5.8","1.178"
"3376","determine","determine","5.8","1.3401"
"3377","director","director","5.8","1.4846"
"3378","double","double","5.8","1.3702"
"3379","dude","dude","5.8","1.7023"
"3380","entre","entre","5.8","1.5119"
"3381","establishing","establishing","5.8","1.3997"
"3382","extended","extended","5.8","1.2289"
"3383","finding","finding","5.8","1.2122"
"3384","god's","god's","5.8","2.2497"
"3385","gradually","gradually","5.8","1.2122"
"3386","group's","group's","5.8","1.1952"
"3387","grove","grove","5.8","1.069"
"3388","hai","hai","5.8","1.4983"
"3389","headed","headed","5.8","0.8571"
"3390","ice","ice","5.8","1.4846"
"3391","interior","interior","5.8","0.8806"
"3392","kentucky","kentucky","5.8","1.2778"
"3393","known","known","5.8","1.3851"
"3394","league","league","5.8","1.1606"
"3395","liberal","liberal","5.8","2.1665"
"3396","lmao","lmao","5.8","1.8952"
"3397","master's","master's","5.8","1.4846"
"3398","men's","men's","5.8","1.3702"
"3399","mix","mix","5.8","0.9258"
"3400","model","model","5.8","1.088"
"3401","mostly","mostly","5.8","1.1606"
"3402","mouth","mouth","5.8","1.1952"
"3403","networks","networks","5.8","1.3702"
"3404","northeast","northeast","5.8","1.5119"
"3405","outside","outside","5.8","1.6782"
"3406","paper","paper","5.8","1.1952"
"3407","pardon","pardon","5.8","1.6288"
"3408","perceive","perceive","5.8","1.2778"
"3409","pilots","pilots","5.8","1.4286"
"3410","podcast","podcast","5.8","1.3401"
"3411","practice","practice","5.8","1.3401"
"3412","psychology","psychology","5.8","1.3401"
"3413","pumped","pumped","5.8","1.5908"
"3414","rapid","rapid","5.8","1.2936"
"3415","reconstruction","reconstruction","5.8","1.6036"
"3416","rehearsal","rehearsal","5.8","1.2778"
"3417","responsible","responsible","5.8","1.6537"
"3418","roads","roads","5.8","1.1066"
"3419","root","root","5.8","1.2617"
"3420","rubber","rubber","5.8","1.3553"
"3421","sales","sales","5.8","1.1066"
"3422","sending","sending","5.8","0.9258"
"3423","shaped","shaped","5.8","1.2122"
"3424","simultaneously","simultaneously","5.8","1.2617"
"3425","spoke","spoke","5.8","0.9035"
"3426","stock","stock","5.8","1.1066"
"3427","tended","tended","5.8","1.1429"
"3428","vivo","vivo","5.8","1.4983"
"3429","vote","vote","5.8","1.5779"
"3430","wind","wind","5.8","1.6036"
"3431","write","write","5.8","1.4708"
"3432","yellow","yellow","5.8","1.4569"
"3433","seated","seated","5.8","1.2204"
"3434","behaviour","behaviour","5.8","1.4139"
"3435","description","description","5.8","1.1361"
"3436","dimension","dimension","5.8","1.258"
"3437","gender","gender","5.8","1.2413"
"3438","impulse","impulse","5.8","1.2244"
"3439","involve","involve","5.8","1.3382"
"3440","maintaining","maintaining","5.8","1.4997"
"3441","manufacture","manufacture","5.8","1.4286"
"3442","occupation","occupation","5.8","1.5809"
"3443","provinces","provinces","5.8","1.3382"
"3444","quantity","quantity","5.8","1.3226"
"3445","sentiment","sentiment","5.8","1.9037"
"3446","natives","natives","5.79","1.458"
"3447","thirty","thirty","5.79","1.1662"
"3448","arch","arch","5.79","1.3114"
"3449","actions","actions","5.78","0.8873"
"3450","added","added","5.78","1.2982"
"3451","additional","additional","5.78","1.2501"
"3452","admission","admission","5.78","1.0359"
"3453","ahhhh","ahhhh","5.78","1.8438"
"3454","ambassador","ambassador","5.78","1.5687"
"3455","amber","amber","5.78","1.5022"
"3456","anna","anna","5.78","1.2664"
"3457","annie","annie","5.78","1.4886"
"3458","attributes","attributes","5.78","1.016"
"3459","auction","auction","5.78","1.5425"
"3460","aware","aware","5.78","1.4748"
"3461","backup","backup","5.78","1.3746"
"3462","britain","britain","5.78","1.8767"
"3463","carefully","carefully","5.78","1.5292"
"3464","century","century","5.78","1.4609"
"3465","challenge","challenge","5.78","1.7177"
"3466","characters","characters","5.78","1.4039"
"3467","colleague","colleague","5.78","1.3746"
"3468","containing","containing","5.78","0.9957"
"3469","contest","contest","5.78","1.4039"
"3470","convince","convince","5.78","1.1301"
"3471","downtown","downtown","5.78","1.5158"
"3472","drives","drives","5.78","1.4039"
"3473","ebay","ebay","5.78","1.7761"
"3474","egyptian","egyptian","5.78","1.5556"
"3475","entering","entering","5.78","1.016"
"3476","featuring","featuring","5.78","1.0359"
"3477","fed","fed","5.78","1.4886"
"3478","fibers","fibers","5.78","1.2824"
"3479","fitted","fitted","5.78","1.3893"
"3480","flows","flows","5.78","1.3596"
"3481","founding","founding","5.78","1.4609"
"3482","frequent","frequent","5.78","1.1119"
"3483","having","having","5.78","1.016"
"3484","hd","hd","5.78","1.2982"
"3485","hosted","hosted","5.78","1.3293"
"3486","hottest","hottest","5.78","2.188"
"3487","intervals","intervals","5.78","1.2982"
"3488","inventory","inventory","5.78","1.4609"
"3489","lift","lift","5.78","1.0359"
"3490","link","link","5.78","1.1119"
"3491","lot","lot","5.78","1.3746"
"3492","march","march","5.78","1.2824"
"3493","mare","mare","5.78","1.3596"
"3494","morality","morality","5.78","1.799"
"3495","newton","newton","5.78","1.016"
"3496","optical","optical","5.78","1.1301"
"3497","passages","passages","5.78","1.2337"
"3498","plasma","plasma","5.78","1.5556"
"3499","plates","plates","5.78","1.3293"
"3500","poker","poker","5.78","1.6073"
"3501","pops","pops","5.78","1.7058"
"3502","possibly","possibly","5.78","1.2002"
"3503","realized","realized","5.78","1.4609"
"3504","record","record","5.78","1.4039"
"3505","resident","resident","5.78","1.0934"
"3506","respond","respond","5.78","1.0554"
"3507","rural","rural","5.78","1.6573"
"3508","shuttle","shuttle","5.78","0.9322"
"3509","society","society","5.78","1.4184"
"3510","texts","texts","5.78","1.4039"
"3511","total","total","5.78","0.9538"
"3512","trying","trying","5.78","1.1657"
"3513","uploaded","uploaded","5.78","1.1301"
"3514","various","various","5.78","0.864"
"3515","volume","volume","5.78","1.5022"
"3516","wheel","wheel","5.78","0.9322"
"3517","woo","woo","5.78","1.5425"
"3518","workers","workers","5.78","1.183"
"3519","workout","workout","5.78","2.0829"
"3520","yess","yess","5.78","1.799"
"3521","sober","sober","5.78","1.9772"
"3522","components","components","5.78","1.3733"
"3523","defined","defined","5.78","1.2122"
"3524","flashing","flashing","5.78","1.6491"
"3525","momento","momento","5.78","1.6491"
"3526","movin","movin","5.78","1.2791"
"3527","rollin","rollin","5.78","1.4033"
"3528","rover","rover","5.78","1.5037"
"3529","vessel","vessel","5.78","1.2461"
"3530","printing","printing","5.77","1.3565"
"3531","spatial","spatial","5.77","1.1713"
"3532","corresponding","corresponding","5.77","1.1075"
"3533","accord","accord","5.76","1.2382"
"3534","afterwards","afterwards","5.76","1.135"
"3535","apparatus","apparatus","5.76","1.2382"
"3536","approaching","approaching","5.76","1.2216"
"3537","boston","boston","5.76","1.4923"
"3538","brands","brands","5.76","1.0984"
"3539","characteristic","characteristic","5.76","1.1168"
"3540","city","city","5.76","1.546"
"3541","coach","coach","5.76","1.2382"
"3542","commission","commission","5.76","1.6483"
"3543","continue","continue","5.76","1.0214"
"3544","continuing","continuing","5.76","1.2216"
"3545","days","days","5.76","1.2382"
"3546","deeply","deeply","5.76","1.598"
"3547","describes","describes","5.76","1.0797"
"3548","diana","diana","5.76","1.3933"
"3549","discussing","discussing","5.76","1.7209"
"3550","do","do","5.76","1.0606"
"3551","eastern","eastern","5.76","1.4223"
"3552","emotion","emotion","5.76","1.546"
"3553","ensemble","ensemble","5.76","1.2216"
"3554","episode","episode","5.76","1.3024"
"3555","essentially","essentially","5.76","0.9596"
"3556","everywhere","everywhere","5.76","0.9381"
"3557","experiment","experiment","5.76","1.2707"
"3558","facilities","facilities","5.76","1.4507"
"3559","functions","functions","5.76","1.2382"
"3560","ginger","ginger","5.76","1.7677"
"3561","glass","glass","5.76","1.2216"
"3562","greece","greece","5.76","1.6107"
"3563","historical","historical","5.76","2.056"
"3564","horny","horny","5.76","2.0159"
"3565","install","install","5.76","1.4365"
"3566","jessica","jessica","5.76","1.4923"
"3567","just","just","5.76","1.6233"
"3568","lamp","lamp","5.76","0.9806"
"3569","lincoln","lincoln","5.76","1.3933"
"3570","magnitude","magnitude","5.76","1.4223"
"3571","maintain","maintain","5.76","1.0412"
"3572","major","major","5.76","1.4223"
"3573","makers","makers","5.76","1.0012"
"3574","makeup","makeup","5.76","1.7677"
"3575","manor","manor","5.76","1.3786"
"3576","manual","manual","5.76","1.3637"
"3577","mechanisms","mechanisms","5.76","1.1168"
"3578","michelle","michelle","5.76","1.4223"
"3579","motion","motion","5.76","1.4078"
"3580","outfit","outfit","5.76","1.6107"
"3581","oxford","oxford","5.76","1.3637"
"3582","payments","payments","5.76","2.1434"
"3583","permitted","permitted","5.76","1.6358"
"3584","preparing","preparing","5.76","1.4078"
"3585","preview","preview","5.76","1.0214"
"3586","privately","privately","5.76","1.546"
"3587","probability","probability","5.76","1.2545"
"3588","producers","producers","5.76","1.2048"
"3589","products","products","5.76","0.7709"
"3590","ps3","ps3","5.76","1.3024"
"3591","publication","publication","5.76","1.2867"
"3592","race","race","5.76","1.4365"
"3593","rachel","rachel","5.76","1.5194"
"3594","referring","referring","5.76","1.1704"
"3595","remix","remix","5.76","1.4647"
"3596","representing","representing","5.76","1.0984"
"3597","republic","republic","5.76","1.5851"
"3598","sees","sees","5.76","1.4078"
"3599","selling","selling","5.76","1.5851"
"3600","slide","slide","5.76","1.2216"
"3601","species","species","5.76","0.9806"
"3602","staying","staying","5.76","1.3486"
"3603","supplied","supplied","5.76","1.318"
"3604","supply","supply","5.76","1.0214"
"3605","things","things","5.76","0.9381"
"3606","tokyo","tokyo","5.76","1.5328"
"3607","viewing","viewing","5.76","1.4223"
"3608","vital","vital","5.76","1.5592"
"3609","voice","voice","5.76","1.0606"
"3610","wednesdays","wednesdays","5.76","1.0797"
"3611","whisper","whisper","5.76","1.598"
"3612","workshop","workshop","5.76","1.2382"
"3613","chiefly","chiefly","5.76","1.2505"
"3614","dimensional","dimensional","5.76","1.2167"
"3615","handed","handed","5.76","1.3774"
"3616","interval","interval","5.76","1.3924"
"3617","ladder","ladder","5.76","1.2505"
"3618","oooooh","oooooh","5.76","1.5483"
"3619","perception","perception","5.76","1.2505"
"3620","pupils","pupils","5.76","1.4935"
"3621","shield","shield","5.76","1.3312"
"3622","thoroughly","thoroughly","5.76","1.4366"
"3623","considerably","considerably","5.75","1.0818"
"3624","manuscript","manuscript","5.75","1.2965"
"3625","symbolic","symbolic","5.74","1.3588"
"3626","7pm","7pm","5.74","1.3674"
"3627","awake","awake","5.74","1.4682"
"3628","booty","booty","5.74","1.9463"
"3629","cadillac","cadillac","5.74","1.8715"
"3630","call","call","5.74","1.4401"
"3631","calling","calling","5.74","1.2586"
"3632","catch","catch","5.74","1.3822"
"3633","challenges","challenges","5.74","1.4957"
"3634","chelsea","chelsea","5.74","1.1395"
"3635","chile","chile","5.74","1.3524"
"3636","concentrate","concentrate","5.74","1.5884"
"3637","deep","deep","5.74","1.3969"
"3638","details","details","5.74","1.2257"
"3639","diplomacy","diplomacy","5.74","1.7001"
"3640","dragon","dragon","5.74","1.8495"
"3641","employee","employee","5.74","1.192"
"3642","endorsed","endorsed","5.74","1.4115"
"3643","entry","entry","5.74","1.0844"
"3644","estates","estates","5.74","1.4115"
"3645","everyday","everyday","5.74","1.3372"
"3646","expected","expected","5.74","1.1214"
"3647","forth","forth","5.74","1.2423"
"3648","fundamental","fundamental","5.74","0.9649"
"3649","gf","gf","5.74","1.3063"
"3650","given","given","5.74","1.4401"
"3651","i'm","i'm","5.74","1.5754"
"3652","inclined","inclined","5.74","1.3219"
"3653","kept","kept","5.74","1.1031"
"3654","kinds","kinds","5.74","1.0461"
"3655","lace","lace","5.74","1.6759"
"3656","mac","mac","5.74","1.3524"
"3657","manage","manage","5.74","1.192"
"3658","much","much","5.74","1.3219"
"3659","name","name","5.74","1.1747"
"3660","newsstands","newsstands","5.74","1.2586"
"3661","ninja","ninja","5.74","1.6389"
"3662","nite","nite","5.74","1.4115"
"3663","observed","observed","5.74","1.0264"
"3664","orientation","orientation","5.74","1.3063"
"3665","owners","owners","5.74","1.3063"
"3666","powder","powder","5.74","1.2586"
"3667","presented","presented","5.74","0.9858"
"3668","princeton","princeton","5.74","1.5884"
"3669","project","project","5.74","1.6011"
"3670","prove","prove","5.74","1.0461"
"3671","quarters","quarters","5.74","1.209"
"3672","reach","reach","5.74","1.3969"
"3673","responded","responded","5.74","1.2906"
"3674","rio","rio","5.74","1.3372"
"3675","screen","screen","5.74","1.2586"
"3676","serves","serves","5.74","1.6513"
"3677","settled","settled","5.74","1.5493"
"3678","showed","showed","5.74","1.0063"
"3679","situated","situated","5.74","1.0654"
"3680","spare","spare","5.74","1.5093"
"3681","spokeswoman","spokeswoman","5.74","1.192"
"3682","suitcase","suitcase","5.74","1.3219"
"3683","suits","suits","5.74","1.0063"
"3684","swag","swag","5.74","1.192"
"3685","team's","team's","5.74","1.1395"
"3686","thin","thin","5.74","1.3822"
"3687","time","time","5.74","1.209"
"3688","todays","todays","5.74","1.4401"
"3689","training","training","5.74","1.3969"
"3690","transactions","transactions","5.74","0.9216"
"3691","treasury","treasury","5.74","1.7239"
"3692","walkin","walkin","5.74","1.4115"
"3693","warrior","warrior","5.74","2.1458"
"3694","wash","wash","5.74","1.192"
"3695","wives","wives","5.74","1.9463"
"3696","cave","cave","5.73","1.5913"
"3697","involves","involves","5.73","1.0363"
"3698","mechanical","mechanical","5.73","1.4829"
"3699","sphere","sphere","5.73","1.0758"
"3700","structural","structural","5.73","1.2379"
"3701","identification","identification","5.73","1.1803"
"3702","shell","shell","5.73","1.3643"
"3703","nod","nod","5.72","1.1924"
"3704","pose","pose","5.72","1.1924"
"3705","3g","3g","5.72","1.1436"
"3706","9pm","9pm","5.72","0.9697"
"3707","adding","adding","5.72","1.2623"
"3708","affiliation","affiliation","5.72","1.3856"
"3709","alexander","alexander","5.72","1.2784"
"3710","apt","apt","5.72","1.1787"
"3711","argentina","argentina","5.72","1.8848"
"3712","blend","blend","5.72","1.2943"
"3713","canal","canal","5.72","1.2623"
"3714","card","card","5.72","1.1256"
"3715","channels","channels","5.72","1.2784"
"3716","click","click","5.72","1.0309"
"3717","detailed","detailed","5.72","1.4988"
"3718","distinguishable","distinguishable","5.72","1.1613"
"3719","dvr","dvr","5.72","1.3708"
"3720","ears","ears","5.72","1.2461"
"3721","euro","euro","5.72","1.7148"
"3722","expanding","expanding","5.72","1.3254"
"3723","funky","funky","5.72","1.6787"
"3724","goldman","goldman","5.72","1.4003"
"3725","happening","happening","5.72","1.011"
"3726","hypothesis","hypothesis","5.72","1.5391"
"3727","implementation","implementation","5.72","1.2784"
"3728","import","import","5.72","1.3407"
"3729","individual","individual","5.72","1.3708"
"3730","jewish","jewish","5.72","1.0506"
"3731","kathryn","kathryn","5.72","1.0887"
"3732","knowin","knowin","5.72","1.3099"
"3733","marine","marine","5.72","1.6542"
"3734","midtown","midtown","5.72","1.4148"
"3735","missouri","missouri","5.72","1.7148"
"3736","modification","modification","5.72","1.4714"
"3737","move","move","5.72","1.3559"
"3738","near","near","5.72","1.6041"
"3739","passenger","passenger","5.72","1.0698"
"3740","passengers","passengers","5.72","1.0506"
"3741","pen","pen","5.72","1.0887"
"3742","persuade","persuade","5.72","1.1613"
"3743","philadelphia","philadelphia","5.72","1.3099"
"3744","plate","plate","5.72","1.0698"
"3745","publications","publications","5.72","1.6293"
"3746","quietly","quietly","5.72","1.4003"
"3747","races","races","5.72","1.3099"
"3748","rank","rank","5.72","1.4003"
"3749","registered","registered","5.72","1.1436"
"3750","responsibility","responsibility","5.72","1.6542"
"3751","roles","roles","5.72","1.4003"
"3752","satellite","satellite","5.72","1.3559"
"3753","script","script","5.72","1.7384"
"3754","seek","seek","5.72","1.1613"
"3755","signed","signed","5.72","1.0887"
"3756","source","source","5.72","1.2129"
"3757","spectrum","spectrum","5.72","1.4574"
"3758","stage","stage","5.72","1.4434"
"3759","surrounds","surrounds","5.72","1.3856"
"3760","taxi","taxi","5.72","1.2623"
"3761","three","three","5.72","1.1073"
