,all tokens,in hedo,scores,not in hedo,category,weights,happy category,all_ind,Big4,normed mean happiness,gender category
DoubleStandardAbuseFemaleOnMale,"['Double', 'Standard', 'Abuse', 'Female', 'On', 'Male']","['abuse', 'female']","[1.88, 6.88]","['double', 'standard', 'on', 'male']",,"[-3, 2]",not happy,"['AbuseTropes', 'AlwaysFemale', 'AmusingInjuries', 'DeconstructionFic', 'DistaffCounterpart', 'DomesticAbuse', 'DoubleStandard', 'DudeNotFunny', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'HaremGenre', 'LivingEmotionalCrutch', 'MasculinityTropes', 'MenAreTough', 'TheNewTens', 'ProtagonistCenteredMorality', 'RootingForTheEmpire', 'SignificantWardrobeShift', 'TropesInAggregate', 'UndeadHorseTrope', 'TheUnfairSex', 'UnfortunateImplications', 'WomenAreDelicate', 'WouldHitAGirl']","['NarrativeTropes', 'TopicalTropes']",4.38,
TheseAreThingsManWasNotMeantToKnow,"['These', 'Are', 'Things', 'Man', 'Was', 'Not', 'Meant', 'To', 'Know']",['not'],[3.86],"['these', 'are', 'things', 'man', 'was', 'meant', 'to', 'know']",,[-2],not happy,"['ArmorPiercingQuestion', 'BrownNote', 'CosmicHorrorStory', 'CreepyPasta', 'DisneyVillainDeath', 'FictionalDocument', 'GoMadFromTheRevelation', 'HorrorTropes', 'HumanResources', 'IAteWhat', 'IndexOfGothicHorrorTropes', 'LovecraftianTropes', 'MedievalStasis', 'MindRape', 'MotiveDecay', 'RomanticismVersusEnlightenment', 'TheSecretIndex', 'SelfDemonstratingArticle', 'StarfishAliens', 'StockGods', 'TakeOurWordForIt', 'ThatWhichMustNotBeIndexed', 'WithGreatPowerComesGreatInsanity']","['GenreTropes', 'TopicalTropes']",3.86,male
MissingWhiteWomanSyndrome,"['Missing', 'White', 'Woman', 'Syndrome']","['missing', 'woman', 'syndrome']","[2.98, 6.84, 3.36]",['white'],,"[-2, 1, -2]",not happy,"['BeautyEqualsGoodness', 'CynicismTropes', 'DeliberateValuesDissonance', 'DoubleStandard', 'GenderDynamicsIndex', 'IndexSyndrome', 'NewsTropes', 'PoliceAreUseless', 'PragmaticVillainy', 'RaceTropes', 'SpotlightStealingSquad', 'UnfortunateImplications', 'VictimhoodTropes', 'WhiteIndex', 'WomanlinessAsPathos', 'WomenAreDelicate', 'WorstNewsJudgmentEver']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",4.39,female
ConMenHateGuns,"['Con', 'Men', 'Hate', 'Guns']","['con', 'hate', 'guns']","[3.7, 2.34, 2.98]",['men'],,"[-2, -3, -2]",not happy,"['ConMan', 'CrimeAndPunishmentTropes', 'EveryoneHasStandards', 'TheFace', 'HatredTropes']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",3.01,male
FatherNeptune,"['Father', 'Neptune']",['father'],[7.06],['neptune'],,[2],happy,"['AlwaysMale', 'ArchetypalCharacter', 'Elders', 'MilitaryAndWarfareTropes', 'TropesAtSea']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.06,male
BunkerWoman,"['Bunker', 'Woman']",['woman'],[6.84],['bunker'],,[1],happy,"['ATorturedIndex', 'AbuseTropes', 'AlwaysFemale', 'HasTwoMommies', 'HorrorTropes', 'PrisonTropes', 'SexualHarassmentAndRapeTropes', 'WomanlinessAsPathos', 'WomenAreDelicate']","['GenreTropes', 'TopicalTropes']",6.84,female
WhiteMagicianGirl,"['White', 'Magician', 'Girl']",['girl'],[7.0],"['white', 'magician']",,[2],happy,"['AlwaysFemale', 'BullyingADragon', 'CharactersAsDevice', 'DeadGuyJunior', 'DeconstructorFleet', 'HotSpringsEpisode', 'ImportantHaircut', 'ImprobableWeaponUser', 'LadyOfWar', 'LoveInterests', 'NewPowersAsThePlotDemands', 'PinkMeansFeminine', 'PurityPersonified', 'SequenceBreaking', 'SquarePegRoundTrope', 'StarCrossedLovers', 'StayInTheKitchen', 'StockCharacters', 'VideogameCharacters', 'WomenAreDelicate', 'YamatoNadeshiko']","['NarrativeTropes', 'TopicalTropes']",7.0,female
GenkiGirl,"['Genki', 'Girl']",['girl'],[7.0],['genki'],,[2],happy,"['ADayInTheLimelight', 'AdaptationDisplacement', 'AdaptationExpansion', 'AdaptationalHeroism', 'AlwaysFemale', 'AmbiguousDisorder', 'AndThenWhat', 'ArchetypalCharacter', 'BestKnownForTheFanservice', 'BettyAndVeronica', 'Bifauxnen', 'BloodKnight', 'BoysLoveTropes', 'BrokenBird', 'CameraAbuse', 'CerebusRetcon', 'CharacterExaggeration', 'CharacterizationMarchesOn', 'ColourCodedForYourConvenience', 'ComedicReliefCharacters', 'TheComicallySerious', 'ContrastingSequelMainCharacter', 'CoversAlwaysLie', 'CruelMercy', 'CuteBruiser', 'CuteMonsterGirl', 'DeconstructedCharacterArchetype', 'DefrostingIceQueen', 'DependingOnTheWriter', 'DifficultButAwesome', 'DivergentCharacterEvolution', 'DudeNotFunny', 'EmbellishedWebcomics', 'EntertaininglyWrong', 'ExtraversionTropes', 'TheFace', 'FauxAffablyEvil', 'FiveManBand', 'Flanderization', 'Foil', 'FourPhilosophyEnsemble', 'FourTemperamentEnsemble', 'Goth', 'HaremGenre', 'HasTwoMommies', 'HeterosexualLifePartners', 'HighSchoolAU', 'HotBlooded', 'HumanAliens', 'ICantBelieveItsNotHeroin', 'ImmaturityTropes', 'InNameOnly', 'Keet', 'LargeHam', 'LaserGuidedAmnesia', 'LittleBitBeastly', 'TheLoad', 'LonersAreFreaks', 'LotusEaterMachine', 'ManChild', 'ManOfAThousandVoices', 'MasculineGirlFeminineBoy', 'MemeticPersonalityChange', 'MenActWomenAre', 'MixedAncestry', 'Moe', 'MotorMouth', 'NeverTrustATrailer', 'NightmareFuelStationAttendant', 'NoIndoorVoice', 'OnlySaneMan', 'OverdosedTropes', 'PinkMeansFeminine', 'ThePollyanna', 'PragmaticAdaptation', 'PsychopathicManchild', 'RagtagBunchOfMisfits', 'RedHerring', 'RescuedFromTheScrappyHeap', 'RhetoricalQuestionBlunder', 'SadlyMythtaken', 'SchoolgirlSeries', 'ShrinkingViolet', 'SliceOfLifeWebcomics', 'SpiritualAntithesis', 'StayInTheKitchen', 'StealthHiBye', 'StockJapaneseCharacters', 'TheStoic', 'StraightMan', 'StrangeMindsThinkAlike', 'TimeImmemorialIndex', 'TooLongDidntDub', 'UnstoppableRage', 'WebSerialNovel', 'WeirdnessMagnet', 'WithGreatPowerComesGreatInsanity', 'YaoiGenre']","['NarrativeTropes', 'TopicalTropes']",7.0,female
SingleWomanSeeksGoodMan,"['Single', 'Woman', 'Seeks', 'Good', 'Man']","['woman', 'good']","[6.84, 7.2]","['single', 'seeks', 'man']",,"[1, 2]",happy,"['APoliteIndex', 'AllGirlsWantBadBoys', 'AllLoveIsUnrequited', 'Analysis', 'AttractionTropes', 'ChosenConceptionPartner', 'GenreTurningPoint', 'GiveGeeksAChance', 'HaremGenre', 'HasAType', 'TheHero', 'JerkWithAHeartOfGold', 'LoveInterests', 'LoveRedeems', 'LoveTropes', 'MilesGloriosus', 'NiceGuy', 'ShipMates', 'ShipTease', 'WomenAreDelicate']","['GenreTropes', 'TopicalTropes']",7.02,
ImprobablyFemaleCast,"['Improbably', 'Female', 'Cast']",['female'],[6.88],"['improbably', 'cast']",,[2],happy,"['AbridgedSeriesTropes', 'AdverblyAdjectiveNoun', 'Bifauxnen', 'CardBattleGame', 'DarkFic', 'DistaffCounterpart', 'GenderAndSexualityTropes', 'ImprobableBehaviorTropes', 'TheMainCharactersDoEverything', 'Moe', 'MusicOfThe2000s', 'OurGodsAreDifferent', 'SciFiWebcomics', 'Seinen', 'SliceOfLife', 'TheSmurfettePrinciple', 'ThisIndexIsHighlyImprobable', 'WomenAreDelicate', 'YuriGenre']","['MediaTropes', 'NarrativeTropes', 'TopicalTropes']",6.88,female
ImAManICantHelpIt,"['Im', 'A', 'Man', 'I', 'Cant', 'Help', 'It']",['cant'],[3.48],"['im', 'a', 'man', 'i', 'help', 'it']",,[-2],not happy,"['AcceptableFeminineGoalsAndTraits', 'CharacterFlawIndex', 'Cult', 'DistractedByTheSexy', 'DoubleStandard', 'ExcuseOfAnIndex', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'HomophobiaIndex', 'IntolerableTolerance', 'MenAreTough', 'SexTropes', 'SexualHarassmentAndRapeTropes', 'TropesAboutPerverts', 'TropesInAggregate', 'UndeadHorseTrope', 'TheUnfairSex']","['NarrativeTropes', 'TopicalTropes']",3.48,male
FirstGirlWins,"['First', 'Girl', 'Wins']","['first', 'girl', 'wins']","[6.82, 7.0, 7.44]",[],,"[1, 2, 2]",happy,"['BettyAndVeronica', 'ChickMagnet', 'ChildhoodFriendRomance', 'ClingyJealousGirl', 'DieForOurShip', 'HaremGenre', 'HasAType', 'IKnewIt', 'JournalRoleplay', 'LawsAndFormulas', 'LoveInterests', 'LoveTropes', 'Polyamory', 'RomanticResolutions', 'StarCrossedLovers', 'ThrowTheDogABone', 'TriangRelations', 'UnisexTropes', 'VictoryAndDefeat', 'YamatoNadeshiko']","['GenreTropes', 'TopicalTropes']",7.09,female
OneWomanSong,"['One', 'Woman', 'Song']","['woman', 'song']","[6.84, 7.58]",['one'],,"[1, 2]",happy,"['AlwaysFemale', 'DistaffCounterpart', 'MusicTropes', 'ScoreAndMusicTropes']","['MediaTropes', 'NarrativeTropes']",7.21,female
FantasyForbiddingFather,"['Fantasy', 'Forbidding', 'Father']","['fantasy', 'father']","[7.44, 7.06]",['forbidding'],,"[2, 2]",happy,"['CharactersAsDevice', 'DysfunctionalFamilyIndex', 'HasTwoMommies', 'IndexMyopia', 'MadnessTropes', 'MenAreTough', 'TheOnlyRighteousIndexOfFanatics', 'TheParentTrope', 'ParentalAbandonment', 'ParentalIssues', 'ThisIndexIsNotLikeHisFamily', 'UnisexTropes', 'WellDoneSonGuy']","['NarrativeTropes', 'TopicalTropes']",7.25,male
ActionGirlfriend,"['Action', 'Girlfriend']",['girlfriend'],[7.04],['action'],,[2],happy,"['ActionGirl', 'AlwaysFemale', 'AmazonChaser', 'CharactersAsDevice', 'ContrastingSequelMainCharacter', 'DistressedDude', 'HiddenBadass', 'ListOfBadassTropes', 'TheLoad', 'LoveInterests', 'MasculineGirlFeminineBoy', 'MenAreTough', 'OnlyOneName', 'PuppyDogEyes', 'ThisIndexIsUseless', 'Tomboy', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.04,female
ActorSharedBackground,"['Actor', 'Shared', 'Background']",['shared'],[6.8],"['actor', 'background']",,[1],happy,"['ActorAllusion', 'CelebrityVoiceActor', 'FairForItsDay', 'MetaConcepts', 'MixedAncestry', 'Transgender', 'Trivia']",[],6.8,
StraightManAndWiseGuy,"['Straight', 'Man', 'And', 'Wise', 'Guy']",['wise'],[7.1],"['straight', 'man', 'and', 'guy']",,[2],happy,"['Cloudcuckoolander', 'ComedicReliefCharacters', 'ComedyTropes', 'DontExplainTheJoke', 'DuoTropes', 'Foil', 'FormulaWithATwist', 'OnlySaneMan', 'StraightMan', 'ThoseTwoGuys', 'UnisexTropes']","['GenreTropes', 'TopicalTropes']",7.1,male
WomenAreDelicate,"['Women', 'Are', 'Delicate']",['women'],[7.12],"['are', 'delicate']",,[2],happy,"['AcceptableFeminineGoalsAndTraits', 'AlwaysFemale', 'DeliberateValuesDissonance', 'DelicateIsBeautiful', 'DiscreditedTrope', 'EvolvingTrope', 'FairForItsDay', 'FemininityTropes', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'GirlyGirl', 'MenActWomenAre', 'MenAreTough', 'TheNewTens', 'PrincessTropes', 'StayInTheKitchen', 'Stereotype', 'Tomboy', 'TropesInAggregate', 'WeaknessTropes', 'WomanlinessAsPathos', 'WouldHitAGirl']","['NarrativeTropes', 'TopicalTropes']",7.12,female
WomanScorned,"['Woman', 'Scorned']",['woman'],[6.84],['scorned'],,[1],happy,"['AbhorrentAdmirer', 'AlwaysFemale', 'AngerTropes', 'ArtisticLicenseGunSafety', 'BackFromTheDead', 'BeamMeUpScotty', 'BodyguardCrush', 'CharactersAsDevice', 'ChivalricRomance', 'ClingyJealousGirl', 'CruelMercy', 'DeathByIrony', 'DeconstructionFic', 'TheEvilPrince', 'FieryRedhead', 'IfICantHaveYou', 'IndexOfGothicHorrorTropes', 'ItsPersonal', 'LoveTropes', 'ManOfAThousandVoices', 'ManipulativeBastard', 'NewerThanTheyThink', 'NotGoodWithRejection', 'OffingTheOffspring', 'OlderThanDirt', 'OperationJealousy', 'PercussiveTherapy', 'RevengeTropes', 'SickeninglySweethearts', 'StalkerWithACrush', 'UnrequitedLoveTropes', 'VillainBall', 'Villains', 'WeHaveReserves', 'WomanlinessAsPathos', 'WomenAreDelicate', 'WoundedGazelleGambit', 'YouHaveOutlivedYourUsefulness', 'YouWouldntLikeMeWhenImAngry']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",6.84,female
GirlOfTheWeek,"['Girl', 'Of', 'The', 'Week']",['girl'],[7.0],"['of', 'the', 'week']",,[2],happy,"['AlwaysFemale', 'AmazonChaser', 'BavarianFireDrill', 'BeautyEqualsGoodness', 'TheCameo', 'CharactersAsDevice', 'ChekhovsGunman', 'DeadUnicornTrope', 'DeliberateValuesDissonance', 'DisneyVillainDeath', 'DistaffCounterpart', 'DoubleStandard', 'EnforcedMethodActing', 'FourFingeredHands', 'GenderDynamicsIndex', 'GoshdangItToHeck', 'HomoeroticSubtext', 'IncestSubtext', 'IndexOfTheWeek', 'LaResistance', 'LoveInterests', 'OneShotCharacter', 'RedHerring', 'RefittedForSequel', 'SexTropes', 'SkewedPriorities', 'SpyFiction', 'StarCrossedLovers', 'Stripperiffic', 'TheUnfairSex', 'UnisexTropes', 'WeCanRuleTogether', 'YankTheDogsChain']","['NarrativeTropes', 'TopicalTropes']",7.0,female
MyGirlIsNotASlut,"['My', 'Girl', 'Is', 'Not', 'A', 'Slut']","['girl', 'not', 'slut']","[7.0, 3.86, 3.57]","['my', 'is', 'a']",,"[2, -2, -2]",not happy,"['AcceptableFeminineGoalsAndTraits', 'Analysis', 'BrokenPedestal', 'ChosenConceptionPartner', 'DoubleStandard', 'EuropeansAreKinky', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'Hypocrite', 'MenActWomenAre', 'Moe', 'SexIsEvil', 'SexTropes', 'Stereotype', 'TropesInAggregate', 'TheUnfairSex', 'VirginityTropes', 'WomanlinessAsPathos', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",4.81,female
HeManWomanHater,"['He', 'Man', 'Woman', 'Hater']","['woman', 'hater']","[6.84, 2.84]","['he', 'man']",,"[1, -3]",not happy,"['AdaptationalJerkass', 'AlwaysMale', 'BMovie', 'CharacterFlawIndex', 'CharactersAsDevice', 'TheChewToy', 'ComedyTropes', 'CynicismTropes', 'DefendsAgainstTheirOwnKind', 'DiscreditedTrope', 'DistaffCounterpart', 'DoesNotLikeThisIndex', 'DoubleStandard', 'DudeNotFunny', 'ExactWords', 'GenderAndSexualityTropes', 'HatredTropes', 'TheJerkIndex', 'MemeticPersonalityChange', 'MenAreTough', 'MistakenForGay', 'MoralMyopia', 'PoliticallyIncorrectVillain', 'PrejudiceTropes', 'RomanceNovelTropes', 'RootingForTheEmpire', 'TheSinglesIndex', 'SissyVillain', 'TheSmurfettePrinciple', 'SpiritualAntithesis', 'StayInTheKitchen', 'ThisIndexIsNotAnExample', 'UnderestimatingBadassery', 'VideoGameCrueltyPotential', 'TheWarOnStraw', 'TheWestern', 'WomanlinessAsPathos', 'WouldHitAGirl']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",4.84,
GirlWithPsychoWeapon,"['Girl', 'With', 'Psycho', 'Weapon']","['girl', 'psycho', 'weapon']","[7.0, 2.5, 3.36]",['with'],TopicalTropes,"[2, -3, -2]",not happy,"['AlwaysFemale', 'DeathSeeker', 'KillItWithFire', 'MoreThanMeetsTheEye', 'OneHitWonder', 'ThisIndexMeansTrouble', 'WeaponsAndWieldingTropes', 'WolverinePublicity', 'WomanlinessAsPathos', 'Yandere']",['TopicalTropes'],4.29,female
TheEvilPrince,"['The', 'Evil', 'Prince']",['evil'],[1.9],"['the', 'prince']",,[-3],not happy,"['AlwaysMale', 'AuthorityEqualsAsskicking', 'BavarianFireDrill', 'CainAndAbel', 'CharactersAsDevice', 'CrypticConversation', 'DiscOneFinalBoss', 'DistaffCounterpart', 'EvilIsSexy', 'EvilTropes', 'FaceHeelTurn', 'FaceMonsterTurn', 'HiddenEvil', 'HumanSacrifice', 'IndexOfGothicHorrorTropes', 'MeaningfulTitles', 'NoHistoricalFiguresWereHarmed', 'OffingTheOffspring', 'PoliticsTropes', 'PrincelyTropes', 'RoyalsWhoActuallyDoSomething', 'RoyaltyAndNobilityTropes', 'SpellMyNameWithAThe', 'UnwittingPawn', 'Villains']","['NarrativeTropes', 'TopicalTropes']",1.9,male
SamusIsAGirl,"['Samus', 'Is', 'A', 'Girl']",['girl'],[7.0],"['samus', 'is', 'a']",,[2],happy,"['AlwaysFemale', 'AmazonChaser', 'BeautyEqualsGoodness', 'BeethovenWasAnAlienSpy', 'Bifauxnen', 'BrokenPedestal', 'CharClone', 'CrackPairing', 'Crossdresser', 'DiscreditedTrope', 'DoubleStandard', 'DragonWorks', 'TheDreaded', 'FairForItsDay', 'FatalFlaw', 'FauxAffablyEvil', 'GenderBlendingTropes', 'GenderReveal', 'HasTwoMommies', 'IKnewIt', 'MenAreTough', 'MistakenForGay', 'ObfuscatingDisability', 'OverdosedTropes', 'TheReveal', 'SecretIdentity', 'SpoilerOpening', 'TemptingFate', 'ThisIndexMeansTrouble', 'TomatoSurprise', 'VertebrateWithExtraLimbs', 'VideoGameLongRunners', 'ViewerGenderConfusion', 'VocalDissonance', 'YouAreNumberSix']",[],7.0,female
JewishAmericanPrincess,"['Jewish', 'American', 'Princess']","['american', 'princess']","[6.74, 7.08]",['jewish'],TopicalTropes,"[1, 2]",happy,"['ANiceJewishIndex', 'AlwaysFemale', 'NationalStereotypes', 'RichPeople', 'StockCharacters']",['TopicalTropes'],6.91,female
HypnotizeThePrincess,"['Hypnotize', 'The', 'Princess']",['princess'],[7.08],"['hypnotize', 'the']",TopicalTropes,[2],happy,"['AdaptationalVillainy', 'DamselInDistress', 'DoubleMeaningTitle', 'IHaveYourIndex', 'LovePotion', 'MagicAndPowers', 'MindManipulation', 'PrettyInMink', 'PrincessTropes', 'UnisexTropes', 'WomenAreDelicate']",['TopicalTropes'],7.08,female
StandardFiftiesFather,"['Standard', 'Fifties', 'Father']",['father'],[7.06],"['standard', 'fifties']",TopicalTropes,[2],happy,"['AlwaysMale', 'BigScrewedUpFamily', 'DeadHorseTrope', 'DirtyCommunists', 'EvolvingTrope', 'TheFifties', 'IdealismTropes', 'MenAreTough', 'TheParentTrope', 'ParentWithNewParamour', 'Stereotype', 'StockCharacters', 'TheTwentiethCentury', 'WidgetSeries']",['TopicalTropes'],7.06,male
TomboyAndGirlyGirl,"['Tomboy', 'And', 'Girly', 'Girl']",['girl'],[7.0],"['tomboy', 'and', 'girly']",,[2],happy,"['ADayInTheLimelight', 'AlwaysFemale', 'BecomingTheMask', 'TheBigGuy', 'DeathTropes', 'DistaffCounterpart', 'DoesNotLikeShoes', 'DoubleStandard', 'DuoTropes', 'Ensembles', 'FemininityTropes', 'Foil', 'FriendshipTropes', 'GirlyGirl', 'HaremGenre', 'InTouchWithHisFeminineSide', 'LongHairIsFeminine', 'MasculineGirlFeminineBoy', 'OverdosedTropes', 'PinkMeansFeminine', 'RedOniBlueOni', 'SchoolgirlSeries', 'ShipMates', 'ThisIndexIsAJoke', 'ThoseTwoGuys', 'Tomboy', 'WomenAreDelicate', 'YuriGenre']","['NarrativeTropes', 'TopicalTropes']",7.0,female
SexyManInstantHarem,"['Sexy', 'Man', 'Instant', 'Harem']",['sexy'],[7.4],"['man', 'instant', 'harem']",,[2],happy,"['AlwaysMale', 'GenderAndSexualityTropes', 'InstantTropes', 'Plots', 'Polyamory']","['NarrativeTropes', 'TopicalTropes']",7.4,male
GirlNextDoor,"['Girl', 'Next', 'Door']",['girl'],[7.0],"['next', 'door']",,[2],happy,"['APoliteIndex', 'AlwaysFemale', 'BestKnownForTheFanservice', 'BettyAndVeronica', 'CharacterExaggeration', 'CharactersAsDevice', 'CluelessChickMagnet', 'ContrastingSequelMainCharacter', 'DistaffCounterpart', 'TheFifties', 'FiveManBand', 'Foil', 'HaremGenre', 'ListSong', 'LoveDodecahedron', 'LoveInterests', 'LoveTropes', 'NormalPeople', 'NotableMusicVideos', 'OffingTheOffspring', 'Polyamory', 'SmallNameBigEgo', 'StockCharacters', 'TeenPop', 'Tomboy', 'TheUnfairSex', 'WomanlinessAsPathos']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.0,female
RatMen,"['Rat', 'Men']",['rat'],[3.04],['men'],,[-2],not happy,"['AnimalAnthropomorphismTropes', 'BalefulPolymorph', 'BeastMan', 'FantasyPantheon', 'MedievalStasis', 'PettingZooPeople', 'PyrrhicVictory', 'RodentTropes', 'SatanicArchetype']",[],3.04,male
RelationshipVoiceActor,"['Relationship', 'Voice', 'Actor']",['relationship'],[7.04],"['voice', 'actor']",,[2],happy,"['CharClone', 'IWantYouToMeetAnOldFriendOfMine', 'Trivia', 'VoiceActingTropes']",[],7.04,
WidowWoman,"['Widow', 'Woman']","['widow', 'woman']","[2.86, 6.84]",[],TopicalTropes,"[-3, 1]",not happy,"['AlwaysFemale', 'LoveInterests', 'TheSinglesIndex']",['TopicalTropes'],4.85,female
DoubleStandardRapeMaleOnMale,"['Double', 'Standard', 'Rape', 'Male', 'On', 'Male']",['rape'],[1.44],"['double', 'standard', 'male', 'on', 'male']",,[-4],not happy,"['AssShove', 'BreadEggsBreadedEggs', 'ComedyTropes', 'DistaffCounterpart', 'DoubleStandard', 'GenderDynamicsIndex', 'MasculinityTropes', 'MenAreTough', 'Nerdcore', 'SexualHarassmentAndRapeTropes', 'SquarePegRoundTrope', 'StockholmSyndrome', 'ThisIndexIsAJoke', 'VisualKei', 'WomanlinessAsPathos']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",1.44,male
StandardFemaleGrabArea,"['Standard', 'Female', 'Grab', 'Area']",['female'],[6.88],"['standard', 'grab', 'area']",,[2],happy,"['ChekhovsSkill', 'DamselInDistress', 'DoubleStandard', 'FightScene', 'GroinAttack', 'HandTropes', 'IHaveYourIndex', 'ThisIndexFightsDirty', 'WomenAreDelicate']",[],6.88,female
DemonKingNobunaga,"['Demon', 'King', 'Nobunaga']",['demon'],[2.92],"['king', 'nobunaga']",,[-2],not happy,"['AlternateHistoryTropes', 'BeethovenWasAnAlienSpy', 'HistoricalVillainUpgrade', 'InfernalTropes', 'TheManBehindTheMan', 'Villains']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",2.92,male
PhlebotinumGirl,"['Phlebotinum', 'Girl']",['girl'],[7.0],['phlebotinum'],NarrativeTropes,[2],happy,"['AlwaysFemale', 'AppliedPhlebotinum']",['NarrativeTropes'],7.0,female
CareerVersusMan,"['Career', 'Versus', 'Man']",['career'],[6.66],"['versus', 'man']",,[1],happy,"['AcceptableFeminineGoalsAndTraits', 'DeconstructionFic', 'DiscreditedTrope', 'DoubleStandard', 'GenderDynamicsIndex', 'INeedAnIndexByMonday', 'MarriageTropes', 'VersusTitle', 'WomanlinessAsPathos', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",6.66,male
ThatManIsDead,"['That', 'Man', 'Is', 'Dead']",['dead'],[2.0],"['that', 'man', 'is']",TopicalTropes,[-3],not happy,"['ApocalypticLog', 'TheArtifact', 'BecomingTheMask', 'CerebusRetcon', 'ComicBookMoviesDontUseCodenames', 'CruelMercy', 'DeathOfPersonality', 'FakingTheDead', 'IdentityIndex', 'IndexOfGothicHorrorTropes', 'LotusEaterMachine', 'OnlyKnownByTheirNickname', 'OnlyOneName', 'OverdosedTropes', 'PoliticallyIncorrectVillain', 'StockPhrases', 'ThisUsedToBeAnIndex', 'WhatDoYouMeanItsForKids', 'YouAreNumberSix']",['TopicalTropes'],2.0,male
PomPomGirl,"['Pom', 'Pom', 'Girl']",['girl'],[7.0],"['pom', 'pom']",TopicalTropes,[2],happy,"['APoliteIndex', 'DragQueen', 'FanserviceCharacters', 'PopularityFoodChain', 'StockCharacters']",['TopicalTropes'],7.0,female
MenGetOldWomenGetReplaced,"['Men', 'Get', 'Old', 'Women', 'Get', 'Replaced']","['old', 'women']","[3.98, 7.12]","['men', 'get', 'get', 'replaced']",,"[-1, 2]",happy,"['AcceptableFeminineGoalsAndTraits', 'Cult', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'MenAreTough', 'OldMaid', 'TropesInAggregate', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",5.55,
GoodGirlGoneBad,"['Good', 'Girl', 'Gone', 'Bad']","['good', 'girl', 'gone', 'bad']","[7.2, 7.0, 3.42, 2.64]",[],,"[2, 2, -2, -3]",not happy,"['AlwaysFemale', 'AntiVillain', 'EvilTropes', 'HeelFaceIndex', 'ThisIndexIsABitch', 'Villains', 'WomanlinessAsPathos']","['NarrativeTropes', 'TopicalTropes']",5.06,female
PirateGirl,"['Pirate', 'Girl']",['girl'],[7.0],['pirate'],,[2],happy,"['ActionGirl', 'AlwaysFemale', 'BrokenAce', 'CharactersAsDevice', 'Criminals', 'DoesNotLikeShoes', 'FiveManBand', 'LiteralMetaphor', 'OutOfFocus', 'PirateTropes', 'RedBaron', 'RuleOfCool', 'ShowingUpChauvinists', 'StarCrossedLovers', 'StayInTheKitchen', 'ThisIndexIsABitch', 'Tomboy', 'TraumaCongaLine', 'Villains', 'WouldHurtAChild']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.0,female
CuteGhostGirl,"['Cute', 'Ghost', 'Girl']","['cute', 'ghost', 'girl']","[7.52, 3.64, 7.0]",[],TopicalTropes,"[2, -2, 2]",happy,"['AlwaysFemale', 'AmbiguousDisorder', 'AnimalStereotypes', 'ArbitrarySkepticism', 'CanonImmigrant', 'ContinuityLockOut', 'CuteMonsterGirl', 'DeathIsCheap', 'FantasticComedy', 'HaremGenre', 'HauntedIndex', 'IncestSubtext', 'LongSongShortScene', 'RuleOfCute', 'SamusIsAGirl', 'StarCrossedLovers', 'StoryBreakerPower', 'UndeadIndex', 'VocalDissonance', 'WikiSandbox']",['TopicalTropes'],6.05,female
ARealManIsAKiller,"['A', 'Real', 'Man', 'Is', 'A', 'Killer']","['real', 'killer']","[6.78, 2.42]","['a', 'man', 'is', 'a']",,"[1, -3]",not happy,"['AuthorTract', 'BigTropeHunting', 'ComingOfAgeStory', 'DoubleStandard', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'MasculinityTropes', 'MenActWomenAre', 'MenAreTough', 'MilesGloriosus', 'PapaWolf', 'Plots', 'StayInTheKitchen', 'TrainingFromHell', 'UnbuiltTrope', 'WomanlinessAsPathos']","['NarrativeTropes', 'TopicalTropes']",4.6,male
